.дети: whois.nic.xn--d1acj3b
.sx: whois.sx
.vanguard: whois.nic.vanguard
.lacaixa: whois.nic.lacaixa
.select: whois.nic.select
.norton: whois.nic.norton
.trade: whois.nic.trade
.kg: whois.kg
.dance: whois.nic.dance
.wtf: whois.nic.wtf
.wtc: whois.nic.wtc
.kfh: whois.nic.kfh
.tv: tvwhois.verisign-grs.com
.toys: whois.nic.toys
.video: whois.nic.video
.makeup: whois.nic.makeup
.management: whois.nic.management
.trv: whois.afilias-srs.net
.香港: whois.hkirc.hk
.商店: whois.nic.xn--czrs0t
.pccw: whois.nic.pccw
.tn: whois.ati.tn
.yoga: whois.nic.yoga
.virgin: whois.nic.virgin
.zappos: whois.nic.zappos
.tokyo: whois.nic.tokyo
.sucks: whois.nic.sucks
.tunes: whois.nic.tunes
.tushu: whois.nic.tushu
.yt: whois.nic.yt
.商城: whois.gtld.knet.cn
.tools: whois.nic.tools
.thd: whois.nic.thd
.tatar: whois.nic.tatar
.man: whois.nic.man
.maison: whois.nic.maison
.vet: whois.nic.vet
.tg: whois.nic.tg
.tirol: whois.nic.tirol
.lighting: whois.nic.lighting
.tk: whois.dot.tk
.uy: whois.nic.org.uy
.viajes: whois.nic.viajes
.tf: whois.nic.tf
.vegas: whois.afilias-srs.net
.mango: whois.nic.mango
.lancaster: whois-lancaster.nic.fr
.vin: whois.nic.vin
.uz: whois.cctld.uz
.xyz: whois.nic.xyz
.ve: whois.nic.ve
.suzuki: whois.nic.suzuki
.style: whois.nic.style
.tel: whois.nic.tel
‏.موريتانيا‎: whois.nic.mr
.toyota: whois.nic.toyota
.scot: whois.nic.scot
.mitsubishi: whois.nic.gmo
.talk: whois.nic.talk
.swatch: whois.nic.swatch
.tl: whois.nic.tl
.theatre: whois.nic.theatre
.tips: whois.nic.tips
.us: whois.nic.us
.th: whois.thains.co.th
.vacations: whois.nic.vacations
.technology: whois.nic.technology
.tienda: whois.nic.tienda
.science: whois.nic.science
.ventures: whois.nic.ventures
.town: whois.nic.town
.vg: whois.nic.vg
.vip: whois.nic.vip
.total: whois-total.nic.fr
.travel: whois.nic.travel
.market: whois.nic.market
‏.بازار‎: whois.nic.xn--mgbab2bd
.map: whois.nic.google
.ki: whois.nic.ki
‏.السعودية‎: whois.nic.net.sa
.marketing: whois.nic.marketing
.kim: whois.afilias.net
.kia: whois.nic.kia
.mx: whois.mx
‏.كاثوليك‎: whois.nic.xn--mgbi4ecexp
.kindle: whois.nic.kindle
‏.ڀارت‎: whois.registry.in
.कॉम: whois.nic.xn--11b4c3d
.ભારત: whois.registry.in
.nab: whois.nic.nab
.na: whois.na-nic.com.na
.nagoya: whois.nic.nagoya
.mba: whois.nic.mba
.rsvp: whois.nic.google
.reliance: whois.nic.reliance
.ren: whois.nic.ren
.澳門: whois.monic.mo
.ovh: whois-ovh.nic.fr
.rentals: whois.nic.rentals
.net: whois.verisign-grs.com
‏.سورية‎: whois.tld.sy
.ভারত: whois.registry.in
.md: whois.nic.md
.한국: whois.kr
.八卦: whois.nic.xn--45q11c
.ଭାରତ: whois.registry.in
.family: whois.nic.family
.ไทย: whois.thains.co.th
.osaka: whois.nic.osaka
.recipes: whois.nic.recipes
‏.بيتك‎: whois.nic.xn--ngbe9e0a
.рф: whois.tcinet.ru
.みんな: whois.nic.google
.koeln: whois.ryce-rsp.com
.政府: whois.nic.xn--mxtq1m
.vermögensberatung: whois.nic.xn--vermgensberatung-pwb
.ruhr: whois.nic.ruhr
.ລາວ: whois.nic.la
.大拿: whois.nic.xn--pssy2u
.navy: whois.nic.navy
.グーグル: whois.nic.google
.meme: whois.nic.google
.quebec: whois.nic.quebec
.rs: whois.rnids.rs
.kuokgroup: whois.nic.kuokgroup
.rest: whois.nic.rest
.ευ: whois.eu
.saarland: whois.nic.saarland
‏.فلسطين‎: whois.pnina.ps
.fedex: whois.nic.fedex
.otsuka: whois.nic.otsuka
.天主教: whois.nic.xn--tiq49xqyj
.vermögensberater: whois.nic.xn--vermgensberater-ctb
.网址: whois.nic.xn--ses554g
.store: whois.nic.store
.luxury: whois.nic.luxury
.fast: whois.nic.fast
.hyundai: whois.nic.hyundai
.广东: whois.ngtld.cn
.ibm: whois.nic.ibm
.lv: whois.nic.lv
.spreadbetting: whois.nic.spreadbetting
.icu: whois.nic.icu
.samsclub: whois.nic.samsclub
.st: whois.nic.st
.study: whois.nic.study
.page: whois.nic.google
.miami: whois.nic.miami
.ly: whois.nic.ly
.wow: whois.nic.wow
.政务: whois.conac.cn
.இந்தியா: whois.registry.in
.srl: whois.afilias-srs.net
.supplies: whois.nic.supplies
.yun: whois.teleinfo.cn
.sb: whois.nic.net.sb
.nexus: whois.nic.google
.kerrylogistics: whois.nic.kerrylogistics
.zip: whois.nic.google
.zara: whois.afilias-srs.net
.csc: whois.nic.csc
.systems: whois.nic.systems
.vlaanderen: whois.nic.vlaanderen
.surgery: whois.nic.surgery
.swiss: whois.nic.swiss
.tax: whois.nic.tax
.zuerich: whois.nic.zuerich
.नेट: whois.nic.xn--c2br7g
.taipei: whois.nic.taipei
.sydney: whois.nic.sydney
.tab: whois.nic.tab
.cruises: whois.nic.cruises
.cruise: whois.nic.cruise
.team: whois.nic.team
.temasek: whois.afilias-srs.net
.no: whois.norid.no
.tm: whois.nic.tm
.tennis: whois.nic.tennis
.nico: whois.nic.nico
.pay: whois.nic.pay
.tiaa: whois.nic.tiaa
.theater: whois.nic.theater
.viking: whois.afilias-srs.net
.verisign: whois.nic.verisign
.tires: whois.nic.tires
.trading: whois.nic.trading
.toshiba: whois.nic.toshiba
.trust: whois.nic.trust
.scjohnson: whois.nic.scjohnson
.plus: whois.nic.plus
.seat: whois.nic.seat
.pm: whois.nic.pm
.search: whois.nic.google
.tui: whois.nic.tui
.secure: whois.nic.secure
.vision: whois.nic.vision
.网店: whois.nic.xn--hxt814e
.tvs: whois.nic.tvs
.seek: whois.nic.seek
.viva: whois.nic.viva
.land: whois.nic.land
.se: whois.iis.se
.dad: whois.nic.google
.travelersinsurance: whois.afilias-srs.net
.insure: whois.nic.insure
.media: whois.nic.media
.surf: whois.nic.surf
.gop: whois.nic.gop
.like: whois.nic.like
.ryukyu: whois.nic.ryukyu
.villas: whois.nic.villas
.yachts: whois.afilias-srs.net
.hdfc: whois.nic.hdfc
.shangrila: whois.nic.shangrila
.vu: whois.dnrs.neustar
.raid: whois.nic.raid
.诺基亚: whois.nic.xn--jlq61u9w7b
.stream: whois.nic.stream
.foundation: whois.nic.foundation
.goog: whois.nic.google
.ಭಾರತ: whois.registry.in
.visa: whois.nic.visa
.คอม: whois.nic.xn--42c2d9a
.toray: whois.nic.toray
